,Ticker,longName,industry,sector,country,website,fullTimeEmployees,longBusinessSummary,marketCap,dividendYield,trailingPE,forwardPE,beta,profitMargins,revenueGrowth,totalRevenue,grossMargins,ebitdaMargins,operatingMargins,netIncomeToCommon,trailingEps,forwardEps,pegRatio,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,freeCashflow,recommendationMean
248,INCY,Incyte Corporation,Biotechnology,Healthcare,United States,https://www.incyte.com,2524.0,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for hematology/oncology, and inflammation and autoimmunity areas in the United States and internationally. The company offers JAKAFI (ruxolitinib) for treatment of intermediate or high-risk myelofibrosis, polycythemia vera, and steroid-refractory acute graft-versus-host disease; MONJUVI (tafasitamab-cxix)/MINJUVI (tafasitamab) for relapsed or refractory diffuse large B-cell lymphoma; PEMAZYRE (pemigatinib), a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in liquid and solid tumor types; ICLUSIG (ponatinib) to treat chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia; and ZYNYZ (retifanlimab-dlwr) to treat adults with metastatic or recurrent locally advanced Merkel cell carcinoma, as well as OPZELURA cream for treatment of atopic dermatitis. Its clinical stage products include retifanlimab under Phase 3 clinical trials for squamous cell carcinoma of the anal canal and non-small cell lung cancer; axatilimab, an anti-CSF-1R monoclonal antibody under Phase 2 that is being developed as a therapy for patients with chronic GVHD; INCA033989 to inhibit oncogenesis; INCB160058, which is being developed as a disease-modifying therapeutic; and INCB99280 and INCB99318 for the treatment solid tumors. The company also develops INCB123667, INCA32459, and INCA33890, as well as Ruxolitinib cream, Povorcitinib, and INCA034460. It has collaboration out-license agreements with Novartis and Lilly; in-license agreements with Agenus, Merus, MacroGenics, and Syndax; and collaboration and license agreement with China Medical System Holdings Limited for the development and commercialization of povorcitinib. The company sells its products to specialty, retail, and hospital pharmacies, distributors, and wholesalers. The company was formerly known as Incyte Genomics Inc and changed its name to Incyte Corporation in March 2003. Incyte Corporation was incorporated in 1991 and is headquartered in Wilmington, Delaware.",16014994432.0,,923.6666,13.539088,0.71,0.00797,0.238,4075859968.0,0.29327,0.01975,0.14961,32482000.0,0.09,6.14,2.02,1.151,1.87,1.687,1774688000.0,36507000.0,482474624.0,2.2
249,IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,Industrials,United States,https://www.irco.com,18000.0,"Ingersoll Rand Inc. provides various mission-critical air, gas, liquid, and solid flow creation technologies services and solutions worldwide. It operates through two segments, Industrial Technologies and Services, and Precision and Science Technologies. The Industrial Technologies and Services segment designs, manufactures, markets, and services air and gas compression, vacuum, and blower products; fluid transfer equipment and loading systems; and power tools and lifting equipment, including associated aftermarket parts, consumables, air treatment equipment, controls, other accessories, and services under the under the Ingersoll Rand, Gardner Denver, Nash, CompAir, Elmo Rietschle brands, etc. The Precision and Science Technologies segment designs, manufactures, and markets diaphragm, piston, water-powered, peristaltic, gear, vane, progressive cavity, and syringe pumps; and gas boosters, hydrogen compression systems, automated liquid handling systems, odorant injection systems, controls, software, and other related components and accessories for liquid and gas dosing, transfer, dispensing, compression, sampling, pressure management, and flow control in specialized or critical applications under the Air Dimensions, Albin, ARO, Dosatron, Haskel, Ingersoll Rand, LMI, Maximus, Milton Roy, MP, Oberdorfer, Seepex, Thomas, Welch, Williams, YZ, and Zinnser Analytic brand names. This segment's products are used in medical, life sciences, industrial manufacturing, water and wastewater, chemical processing, energy, food and beverage, agriculture, and other markets. It sells through an integrated network of direct sales representatives and independent distributors. The company was formerly known as Gardner Denver Holdings, Inc. and changed its name to Ingersoll Rand Inc. in March 2020. Ingersoll Rand Inc. was founded in 1859 and is headquartered in Davidson, North Carolina.",41443737600.0,0.0008,50.163414,29.049435,1.422,0.11715999,0.07,7157799936.0,0.4381,0.2656,0.20698999,838600000.0,2.05,3.54,3.33,47.256,2.36,1.606,1376999936.0,4883500032.0,996287488.0,2.2
250,PODD,Insulet Corporation,Medical Devices,Healthcare,United States,https://www.insulet.com,3000.0,"Insulet Corporation develops, manufactures, and sells insulin delivery systems for people with insulin-dependent diabetes. The company's Omnipod platform includes the Omnipod 5 Automated Insulin Delivery System (Omnipod 5) which includes a proprietary AID algorithm embedded in the Pod that integrates with a third-party continuous glucose monitor to obtain glucose values through wireless bluetooth communication; Omnipod DASH that features a bluetooth enabled Pod that is controlled by a smartphone-like Personal Diabetes Manager with a color touch screen user interface; and Omnipod GO, a standalone, wearable, insulin delivery system that provides a fixed rate of continuous rapid-acting insulin for 72 hours. The company sells its products primarily through independent distributors and pharmacy channels, as well as directly in the United States, Canada, Europe, the Middle East, Australia, and internationally. Insulet Corporation was incorporated in 2000 and is headquartered in Acton, Massachusetts.",19260028928.0,,46.715984,71.90838,,0.21215999,0.257,1983900032.0,0.68779,0.20072001,0.16198,420900000.0,5.88,3.82,4.96,129.088,3.676,2.525,902600000.0,1443200000.0,,1.7
251,INTC,Intel Corporation,Semiconductors,Technology,United States,https://www.intel.com,124100.0,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company's products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California.",112569303040.0,0.0224,,26.907217,1.026,-0.29423,-0.062,54246998016.0,0.34671003,0.13846,-0.25858,-15960999936.0,-3.74,0.97,-11.76,47.906,1.312,0.833,24085999616.0,50235998208.0,-11204625408.0,3.1
252,ICE,"Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,Financial Services,United States,https://www.ice.com,12900.0,"Intercontinental Exchange, Inc., together with its subsidiaries, engages in the provision of market infrastructure, data services, and technology solutions for financial institutions, corporations, and government entities in the United States, the United Kingdom, the European Union, Singapore, India, Abu Dhabi, Israel, and Canada. It operates through three segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology. The company operates regulated marketplaces for listing, trading, and clearing an array of derivatives contracts and financial securities, such as commodities, interest rates, foreign exchange, and equities, as well as corporate and exchange-traded funds; and trading venues, including regulated exchanges and clearing houses. It also offers energy, agricultural and metals, and financial futures and options; and cash equities and equity options, and over-the-counter and other markets, as well as listings and data and connectivity services. In addition, the company provides fixed income data and analytic, fixed income execution, CDS clearing, and other multi-asset class data and network services. Further, it offers proprietary and comprehensive mortgage origination platform, which serves residential mortgage loans; closing solutions that provides customers connectivity to the mortgage supply chain and facilitates the secure exchange of information; data and analytics services; and Data as a Service for lenders to access data and origination information. Intercontinental Exchange, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",90952507392.0,0.0115,37.62589,23.502226,1.092,0.26525998,0.173,9157000192.0,1.0,0.60729,0.4768,2428999936.0,4.21,6.74,2.51,78.899,1.002,0.027,755000000.0,21518000128.0,2809250048.0,1.9
253,IFF,International Flavors & Fragrances Inc.,Specialty Chemicals,Basic Materials,United States,https://www.iff.com,21500.0,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in the United States, Europe, and internationally. It operates through four segments: Nourish, Health & Biosciences, Scent, and Pharma Solutions. The Nourish segment offers natural and plant-based specialty food ingredients, such as flavor compounds used in savory products; beverages; sweets; and dairy products. It also provides value-added spices and seasoning ingredients; savory solutions, including spices, sauces, marinades, and mixtures; and natural antioxidants and anti-microbials. The Health & Biosciences segment develops and produces enzymes, food cultures, probiotics, and specialty ingredients for food and non-food applications. Its Scent segment provides fragrance compounds, which include fine fragrances comprising perfumes and colognes, as well as consumer fragrances; fragrance ingredients comprising synthetic and natural ingredients that include natural flavor extracts, specialty botanical extracts, distillates, essential oils, citrus products, aroma chemicals, natural gums, and resins; and cosmetic active ingredients consisting of active and functional ingredients, and delivery systems for cosmetic and personal care product industries. Its Pharma Solutions segment produces and sells cellulosics and seaweed-based pharma excipients. The company sells its products primarily to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, cleaning products, dairy, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, dietary supplements, infant and elderly nutrition, functional food, and pharmaceutical excipients and oral care products. International Flavors & Fragrances Inc. was incorporated in 1909 and is headquartered in New York, New York.",23476721664.0,0.0176,,19.87446,1.238,-0.20331,0.037,11416000512.0,0.35074002,0.16433,0.08547,-2320000000.0,-9.08,4.62,1.62,66.117,2.617,0.778,567000000.0,9792000000.0,-868499968.0,2.3
254,IP,International Paper Company,Packaging & Containers,Consumer Cyclical,United States,https://www.internationalpaper.com,39000.0,"International Paper Company produces and sells renewable fiber-based packaging and pulp products in North America, Latin America, Europe, and North Africa. It operates through two segments, Industrial Packaging and Global Cellulose Fibers. The company offers linerboard, medium, whitetop, recycled linerboard, recycled medium and saturating kraft; and pulp for a range of applications, such as diapers, towel and tissue products, feminine care, incontinence, and other personal care products, as well as specialty pulps for use in textiles, construction materials, paints, coatings, and others. It sells its products directly to end users and converters, as well as through agents, resellers, and distributors. The company was founded in 1898 and is headquartered in Memphis, Tennessee.",20121870336.0,0.0317,49.504272,19.306665,0.988,0.02253,0.016,18639998976.0,0.28069,0.10488,0.05356,420000000.0,1.17,3.0,2.53,69.707,1.526,1.021,1159000064.0,6015000064.0,953000000.0,2.3
255,IPG,"The Interpublic Group of Companies, Inc.",Advertising Agencies,Communication Services,United States,https://www.interpublic.com,55100.0,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in three segments: Media, Data & Engagement Solutions, Integrated Advertising & Creativity Led Solutions, and Specialized Communications & Experiential Solutions. The Media, Data & Engagement Solutions segment provides media and communications services, digital services and products, advertising and marketing technology, e-commerce services, data management and analytics, strategic consulting, and digital brand experience under the IPG Mediabrands, UM, Initiative, Kinesso, Acxiom, Huge, MRM, and R/GA brand names. The Integrated Advertising & Creativity Led Solutions segment offers advertising, corporate, and brand identity services; and strategic consulting under FCB, IPG Health, McCann Worldgroup, and MullenLowe Group brands. Specialized Communications & Experiential Solutions segment provides public relations and other specialized communications services, live events, sports and entertainment marketing, and strategic consulting under IPG DXTRA Health, The Weber Shandwick Collective, Golin, Jack Morton, Momentum, and Octagon brand names. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",11119430656.0,0.043899998,14.080236,10.854582,1.09,0.086540006,-0.029,9338900480.0,0.22399999,0.18547001,0.16194999,808200000.0,2.12,2.75,2.95,111.806,1.094,1.0,1532000000.0,4282500096.0,572937472.0,2.7
256,INTU,Intuit Inc.,Software - Application,Technology,United States,https://www.intuit.com,18800.0,"Intuit Inc. provides financial management, compliance, and marketing products and services in the United States. The company operates in four segments: Small Business & Self-Employed, Consumer, Credit Karma, and ProTax. The Small Business & Self-Employed segment provides QuickBooks services, that includes financial and business management online services, desktop software, payroll solutions, time tracking, merchant payment processing and bill pay solutions, checking accounts, and financing services for small and mid-market businesses; and Mailchimp, a marketing automation and customer relationship management. This segment also offers QuickBooks online services and desktop software solutions comprising QuickBooks Online, QuickBooks Live, QuickBooks Online Advanced, QuickBooks Self-Employed, QuickBooks Solopreneur financial and business management offerings, QuickBooks Online Payroll QuickBooks Checking, QuickBooks Desktop software subscriptions, QuickBooks Basic Payroll, QuickBooks Assisted Payroll, and QuickBooks Enhanced Payroll. The Consumer segment provides do-it-yourself and assisted TurboTax income tax preparation products and services. The Credit Karma segment offers consumers with a personal finance platform that provides personalized recommendations of credit card, home, auto, and personal loan, and insurance product; online savings and checking accounts; and access to its credit scores and reports, credit and identity monitoring, credit report dispute, credit building tools, and tools. The ProTax segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online bill pay tax products, electronic tax filing service, and bank products and related services. It sells products and services through direct sales channels, multi-channel shop-and-buy experiences, mobile application stores, and partner and other channels. The company was incorporated in 1984 and is headquartered in Mountain View, California.",191597805568.0,0.0062,65.41292,30.749664,1.246,0.18195,0.41,16284999680.0,0.79619,0.27608,0.15697,2963000064.0,10.45,22.23,2.45,,1.292,0.615,,,4246874880.0,2.0
257,ISRG,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,Healthcare,United States,https://www.intuitive.com,13676.0,"Intuitive Surgical, Inc. develops, manufactures, and markets products that enable physicians and healthcare providers to enhance the quality of and access to minimally invasive care in the United States and internationally. The company offers the da Vinci Surgical System that enables complex surgery using a minimally invasive approach; and Ion endoluminal system, which extends its commercial offerings beyond surgery into diagnostic procedures enabling minimally invasive biopsies in the lung. It also provides a suite of stapling, energy, and core instrumentation for its multi-port da Vinci surgical systems; progressive learning pathways to support the use of its technology; infrastructure of service and support specialists, a complement of services to its customers, including installation, repair, maintenance, 24/7 technical support, and proactive system health monitoring; and integrated digital capabilities providing connected offerings, streamlining performance for hospitals with program-enhancing insights. The company sells its products through direct sales organizations, such as capital and clinical sales teams. It has a collaboration agreement with FluoGuide A/S for head & neck cancer. The company was incorporated in 1995 and is headquartered in Sunnyvale, California.",191050858496.0,,85.95994,68.243004,1.389,0.28513,0.169,7866899968.0,0.66982,0.31844,0.28325,2243099904.0,6.24,7.86,4.45,,4.303,3.293,4231699968.0,,637524992.0,2.0
258,IVZ,Invesco Ltd.,Asset Management,Financial Services,United States,https://www.invesco.com,8524.0,"Invesco Ltd. is a publicly owned investment manager. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. It manages separate client-focused equity and fixed income portfolios. The firm also launches equity, fixed income, commodity, multi-asset, and balanced mutual funds for its clients. It launches equity, fixed income, multi-asset, and balanced exchange-traded funds. The firm also launches and manages private funds. It invests in the public equity and fixed income markets across the globe. The firm also invests in alternative markets, such as commodities and currencies. For the equity portion of its portfolio, it invests in growth and value stocks of large-cap, mid-cap, and small-cap companies. For the fixed income portion of its portfolio, the firm invests in convertibles, government bonds, municipal bonds, treasury securities, and cash. It also invests in short term and intermediate term bonds, investment grade and high yield bonds, taxable and tax-free bonds, senior secured loans, and structured securities such as asset-backed securities, mortgage-backed securities, and commercial mortgage-backed securities. The firm employs absolute return, global macro, and long/short strategies. It employs quantitative analysis to make its investments. The firm was formerly known as Invesco Plc, AMVESCAP plc, Amvesco plc, Invesco PLC, Invesco MIM, and H. Lotery & Co. Ltd. Invesco Ltd. was founded in 1935 and is based in Atlanta, Georgia with an additional office in Hamilton, Bermuda.",8076436480.0,0.044899996,,9.5079365,1.424,-0.030030001,0.051,5887399936.0,0.25354,0.17886,0.19670999,-413600000.0,-0.91,1.89,0.88,5.597,4.424,0.75,1044899968.0,890300032.0,-7649512448.0,2.8
259,INVH,Invitation Homes Inc.,REIT - Residential,Real Estate,United States,https://www.invitationhomes.com,1555.0,"Invitation Homes, an S&P 500 company, is the nation's premier single-family home leasing and management company, meeting changing lifestyle demands by providing access to high-quality, updated homes with valued features such as close proximity to jobs and access to good schools. The company's mission, Together with you, we make a house a home, reflects its commitment to providing homes where individuals and families can thrive and high-touch service that continuously enhances residents' living experiences.",20721399808.0,0.0336,46.979164,45.100002,1.014,0.17238002,0.058,2554563072.0,0.58551,0.55103,0.26127002,439591008.0,0.72,0.75,13.72,90.848,1.514,1.089,1054262016.0,9040850944.0,943140608.0,2.4
260,IQV,IQVIA Holdings Inc.,Diagnostics & Research,Healthcare,United States,https://www.iqvia.com,88000.0,"IQVIA Holdings Inc. engages in the provision of advanced analytics, technology solutions, and clinical research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions that enable life sciences and provider customers to generate and disseminate evidence, which informs health care decision making and improves patients' outcomes; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support; strategic planning and design services; and patient and site centric solutions, as well as central laboratory, genomic, bioanalytical, ADME, discovery, and vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. It serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company has a collaboration with argenx SE. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. The company is headquartered in Durham, North Carolina.",39732166656.0,,28.728348,18.136703,1.513,0.09174,0.043,15315000320.0,0.35175,0.18459,0.14836,1404999936.0,7.62,12.07,2.04,200.258,0.805,0.71,1712000000.0,13952000000.0,1998375040.0,2.0
261,IRM,Iron Mountain Incorporated,REIT - Specialty,Real Estate,United States,https://www.ironmountain.com,27000.0,"Iron Mountain Incorporated (NYSE: IRM) is a global leader in information management services. Founded in 1951 and trusted by more than 240,000 customers worldwide, Iron Mountain serves to protect and elevate the power of our customers' work. Through a range of offerings including digital transformation, data centers, secure records storage, information management, asset lifecycle management, secure destruction and art storage and logistics, Iron Mountain helps businesses bring light to their dark data, enabling customers to unlock value and intelligence from their stored digital and physical assets at speed and with security, while helping them meet their environmental goals.",35050864640.0,0.024500001,331.77777,60.938774,1.023,0.01748,0.122,5988459008.0,0.56434,0.33556,0.19572,104706000.0,0.36,1.96,13.59,,0.745,0.612,168515008.0,15820913664.0,,2.2
262,JBHT,"J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,Industrials,United States,https://www.jbhunt.com,34718.0,"J.B. Hunt Transport Services, Inc. provides surface transportation, delivery, and logistic services in the United States. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS), and Truckload (JBT). The JBI segment offers intermodal freight solutions. It operates 118,171 pieces of company-owned trailing equipment; owns and maintains its chassis fleet of 100,825 units; and manages a fleet of 5,944 company-owned tractors, 436 independent contractor trucks, and 7,567 company drivers. The DCS segment designs, develops, and executes supply chain solutions that support various transportation networks. As of December 31, 2023, it operated 12,574 company-owned trucks, 674 customer-owned trucks, and 4 contractor trucks. The company also operates 27,194 owned pieces of trailing equipment and 5,406 customer-owned trailers. The ICS segment provides freight brokerage and transportation logistics solutions; flatbed, refrigerated, expedited, and less-than-truckload, as well as dry-van and intermodal solutions; online multimodal marketplace; and logistics management for customers to outsource their transportation functions. The FMS segment offers delivery services through 1,166 company-owned trucks, 225 customer-owned trucks, and 20 independent contractor trucks; and 1,212 owned pieces of trailing equipment and 102 customer-owned trailers. The JBT segment provides dry-van freight services by utilizing tractors and trailers operating over roads and highways through 27 company-owned tractors and 13,561 company-owned trailers. It also transports or arranges for the transportation of freight, such as general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. The company was incorporated in 1961 and is headquartered in Lowell, Arkansas.",19256512512.0,0.0091,34.723637,26.598886,1.141,0.046469998,-0.03,12244555776.0,0.18807,0.12884,0.07304,568966976.0,5.5,7.18,4.37,47.555,0.944,0.677,120002000.0,1902302976.0,463574624.0,2.1
263,JBL,Jabil Inc.,Electronic Components,Technology,United States,https://www.jabil.com,138000.0,"Jabil Inc. provides manufacturing services and solutions worldwide. It operates in two segments, Electronics Manufacturing Services and Diversified Manufacturing Services. The company offers electronics design, production, and product management services; electronic circuit design services, such as application-specific integrated circuit design, firmware development, and rapid prototyping services; and designs plastic and metal enclosures that include the electro-mechanics, such as the printed circuit board assemblies (PCBA). It also provides three-dimensional mechanical design comprising the analysis of electronic, electro-mechanical, and optical assemblies, as well as various industrial design, mechanism development, and tooling management services. In addition, the company provides computer-assisted design services consisting of PCBA design, as well as PCBA design validation and verification services; and other consulting services, such as the generation of a bill of materials, approved vendor list, and assembly equipment configuration for various PCBA designs. Further, it offers product and process validation services, such as product system, product safety, regulatory compliance, and reliability tests, as well as manufacturing test solution development services. Additionally, the company provides systems assembly, test, direct-order fulfillment, and configure-to-order services. It serves 5G, wireless and cloud, digital print and retail, industrial and semi-cap, networking and storage, automotive and transportation, connected devices, healthcare and packaging, and mobility industries. The company was formerly known as Jabil Circuit, Inc. and changed its name to Jabil Inc. in June 2017. Jabil Inc. was founded in 1966 and is headquartered in Saint Petersburg, Florida.",15412097024.0,0.0023,12.216457,13.644356,1.245,0.048060004,-0.177,28882999296.0,0.092650004,0.074200004,0.05327,1388000000.0,11.18,10.01,1.24,207.887,1.086,0.58,2228000000.0,3611000064.0,2188250112.0,1.9
264,JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,Technology,United States,https://www.jackhenry.com,7170.0,"Jack Henry & Associates, Inc., a financial technology company that connects people and financial institutions through technology solutions and payment processing services that reduce the barriers to financial health. It operates through four segments: Core, Payments, Complementary, and Corporate and Other. The Core segment provides core information processing platforms to banks and credit unions, which consist of integrated applications required to process deposit, loan, and general ledger transactions, and maintain centralized customer/member information. The Payments segment provides secure payment processing tools and services, including ATM, debit, and credit card processing services, online and mobile bill pay solutions, ACH origination and remote deposit capture processing, and risk management products and svervices. The Complementary segment provides additional software, hosted processing platforms, and services, including digital/mobile banking, treasury services, online account opening, fraud/anti-money laundering, and lending/deposit solutions. The Corporate and Other segment offers hardware and other products. The company offers specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial services organizations and corporate entities. Its core banking platform offerings include SilverLake system, CIF 20/20, and Core Director, as well as core credit union platform under the Symitar name. In addition, the company provides digital products and services and electronic payment solutions; hardware systems; implementation, training, and support services; and software licensing and related services, as well as professional services, and data centers. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",13254196224.0,0.012200001,33.23035,28.85238,0.636,0.17785999,0.052,2245157120.0,0.41210997,0.23881,0.25171,399328000.0,5.47,6.3,3.34,11.377,,,38284000.0,209604000.0,,2.5
265,J,Jacobs Solutions Inc.,Engineering & Construction,Industrials,United States,https://www.jacobs.com,60000.0,"Jacobs Solutions Inc. provides consulting, technical, engineering, scientific, and project delivery services for the government and private sectors in the United States, Europe, Canada, India, Asia, Australia, New Zealand, the Middle East, and Africa. It operates through Critical Mission Solutions, People & Places Solutions, Divergent Solutions, and PA Consulting segments. The company offers cyber, data analytics, systems and software application integration and consulting, enterprise level and mission IT, design, nuclear, and enterprise level operations and maintenance services; software development, testing, mission integration, program management, research, development, test, evaluation services, training, and environmental remediation services; and other technical consulting solutions, as well as construction and construction management services. It also provides consulting services for consumer and manufacturing, defense and security, energy and utilities, financial services, government, health and life sciences, and transport industries. The company was founded in 1947 and is headquartered in Dallas, Texas.",18198603776.0,0.008,28.832678,22.025564,0.702,0.03717,0.011,16948610048.0,0.213,0.0871,0.07455,641332992.0,5.08,6.65,1.69,47.856,1.141,1.108,1218360960.0,3546543104.0,1148129280.0,2.1
266,JNJ,Johnson & Johnson,Drug Manufacturers - General,Healthcare,United States,https://www.jnj.com,131900.0,"Johnson & Johnson, together with its subsidiaries, researches, develops, manufactures, and sells various products in the healthcare field worldwide. The company's Innovative Medicine segment offers products for various therapeutic areas, such as immunology, including rheumatoid arthritis, psoriatic arthritis, inflammatory bowel disease, and psoriasis; infectious diseases comprising HIV/AIDS; neuroscience, consisting of mood disorders, neurodegenerative disorders, and schizophrenia; oncology, such as prostate cancer, hematologic malignancies, lung cancer, and bladder cancer; cardiovascular and metabolism, including thrombosis, diabetes, and macular degeneration; and pulmonary hypertension comprising pulmonary arterial hypertension through retailers, wholesalers, distributors, hospitals, and healthcare professionals for prescription use. Its MedTech segment provides Interventional Solutions, including electrophysiology products to treat heart rhythm disorders; the heart recovery portfolio, which includes technologies to treat severe coronary artery disease requiring high-risk PCI or AMI cardiogenic shock; and neurovascular care that treats hemorrhagic and ischemic stroke. this segment also offers an orthopaedics portfolio that includes products and enabling technologies that support hips, knees, trauma, spine, sports, and other; surgery portfolios comprising advanced and general surgery technologies, as well as solutions for breast aesthetics, ear, nose, and throat procedures; contact lenses under the ACUVUE Brand; and TECNIS intraocular lenses for cataract surgery. It distributes its products to wholesalers, hospitals, and retailers, as well as physicians, nurses, hospitals, eye care professionals, and clinics. Johnson & Johnson was founded in 1886 and is based in New Brunswick, New Jersey.",375973969920.0,0.031600002,25.81157,14.732076,0.518,0.16744,0.052,87695998976.0,0.69391,0.34268,0.24516001,14766999552.0,6.05,10.6,5.25,50.958,1.029,0.705,20297000960.0,35750998016.0,19922499584.0,2.3
267,JCI,Johnson Controls International plc,Building Products & Equipment,Industrials,Ireland,https://www.johnsoncontrols.com,100000.0,"Johnson Controls International plc, together with its subsidiaries, engages in engineering, manufacturing, commissioning, and retrofitting building products and systems in the United States, Europe, the Asia Pacific, and internationally. It operates in four segments: Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products. The company designs, sells, installs, and services heating, ventilating, air conditioning, controls, building management, refrigeration, integrated electronic security, integrated fire detection and suppression systems, and fire protection and security products for commercial, industrial, retail, small business, institutional, and governmental customers. It also provides energy efficiency solutions and technical services, including inspection, scheduled maintenance, and repair and replacement of mechanical and control systems, as well as data-driven smart building solutions to non-residential building and industrial applications. In addition, the company offers control software and software services for residential and commercial applications. Johnson Controls International plc was incorporated in 1885 and is headquartered in Cork, Ireland.",56493944832.0,0.018099999,40.658657,20.040285,1.306,0.07429,-0.095,22951999488.0,0.35191002,0.14082,0.14405,1407000064.0,2.08,4.22,2.41,54.68,0.935,0.557,606000000.0,9493000192.0,1762249984.0,2.3
