Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
ABSI;1250894;USD;2022;FY;2022-12-31;2023-03-30;2024-03-21;90845629;90845629;-104904000;13037000;12068000;-1540000;;;;;-81339000;-16042000;;-8000000;-126982000;;4581000;656000;5237000;-203084000
ABSI;1250894;USD;2023;FY;2023-12-31;2024-03-21;2024-03-21;92028016;92028016;-110566000;13999000;30414000;1517000;;;;;-64636000;-606000;;;81944000;;-5345000;862000;-4483000;12825000
ABT;63877;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;1768000000;1781000000;3687000000;3014000000;766000000;-1331000000;;;;;6136000000;-1638000000;-82000000;-122000000;-1815000000;-2270000000;-1599000000;-420000000;-4289000000;16000000
ABT;63877;USD;2020;FY;2020-12-31;2021-02-19;2023-02-17;1773000000;1786000000;4495000000;3327000000;971000000;-892000000;;;;;7901000000;-2177000000;-73000000;16000000;-2215000000;-2560000000;-50000000;-158000000;-2779000000;2978000000
ABT;63877;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;1768286969;1782000000;7071000000;3538000000;695000000;-771000000;;;;;10533000000;-1885000000;-96000000;-53000000;-2008000000;-3202000000;-248000000;-2044000000;-5494000000;2961000000
ABT;63877;USD;2022;FY;2022-12-31;2023-02-17;2025-02-21;1771230274;1786000000;6933000000;3267000000;900000000;-1519000000;;;;;9581000000;-1777000000;-33000000;48000000;-1740000000;-3309000000;-699000000;-3628000000;-7636000000;83000000
ABT;63877;USD;2023;FY;2023-12-31;2024-02-16;2025-02-21;1740000000;1749000000;5723000000;3243000000;770000000;-2475000000;;;;;7261000000;-2202000000;-116000000;-837000000;-3133000000;-3556000000;-2475000000;-1060000000;-7091000000;-2986000000
ABTL;445589;USD;2019;FY;2019-12-31;2020-03-27;2021-03-11;13070898;13070898;-15229000;6454000;2745000;-3387000;;;;;-9417000;-1640000;;;-1390000;;2745000;408000;3153000;-7654000
ABTL;445589;USD;2020;FY;2020-12-31;2021-03-11;2022-03-24;13144314;13144314;-6820000;3624000;2364000;2733000;;;;;1901000;-596000;;;-596000;;-20739000;75000;7856000;9161000
ABTL;445589;USD;2021;FY;2021-12-31;2022-03-24;2022-03-24;13115384;13115384;-5659000;2484000;295000;1464000;;;;;-1416000;-2044000;;;-2044000;;-184000;227000;-18000;-3478000
ABUS;953888;USD;2019;FY;2019-12-31;2020-03-05;2021-03-04;57093454;57093454;-153723000;2028000;82914000;-2225000;;;;;-71006000;-578000;28916000;;28338000;;;18908000;37457000;-5143000
ABUS;953888;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;75835378;75835378;-63745000;1978000;9895000;431000;;;;;-51441000;-229000;-12180000;-2500000;-14909000;;;86746000;86746000;20452000
ABUS;953888;USD;2021;FY;2021-12-31;2022-03-03;2023-03-02;101286351;101286351;-76247000;1753000;6037000;925000;;;;;-67532000;-809000;-11869000;;-12678000;;;137236000;137236000;57031000
ABUS;953888;USD;2022;FY;2022-12-31;2023-03-02;2024-03-05;150939337;150939337;-69456000;1427000;3430000;29243000;;;;;-35356000;-512000;-74430000;;-74942000;;;31814000;31814000;-78506000
ABUS;953888;USD;2023;FY;2023-12-31;2024-03-05;2024-03-05;165960379;165960379;-72849000;1404000;3742000;-18233000;;;;;-85936000;-988000;51761000;;50773000;;;30647000;30647000;-4491000
ABVC;15112453;USD;2022;FY;2022-12-31;2023-03-31;2024-03-13;3166460;3015348;-16312374;23799;8254619;635565;;;;;-7398391;-119692;;;-1721684;;350000;3663925;4013925;-5173487
ABVC;15112453;USD;2023;FY;2023-12-31;2024-03-13;2024-03-13;4335650;4335650;-10910288;28531;5842111;803801;;;;;-4235845;-21201;;;-360186;;462622;3456338;3918960;-674948
AC;919941;USD;2019;FY;2019-12-31;2020-03-16;2021-03-24;22475000;22475000;44596000;19000;-112752000;26173000;;;;;-41964000;;-61000;;-5058000;-4513000;-2126000;-4135000;-11584000;-60976000
AC;919941;USD;2020;FY;2020-12-31;2021-03-24;2022-03-17;22274000;22274000;20509000;52000;-331856000;31812000;;;;;-279483000;;10366000;;-174072000;-6716000;;-7441000;150949000;-302492000
AC;919941;USD;2021;FY;2021-12-31;2022-03-17;2023-03-16;22059000;22059000;63634000;379000;183549000;-9368000;;;;;238194000;;26591000;;65285000;-4417000;;-7644000;-14394000;289085000
AC;919941;USD;2022;FY;2022-12-31;2023-03-16;2024-03-21;22024000;22024000;-45522000;341000;-38580000;20719000;;;;;-63042000;;-456000;;-7108000;-4402000;;-2575000;-37175000;-107325000
AC;919941;USD;2023;FY;2023-12-31;2024-03-21;2024-03-21;21771;21771;37728000;360000;102799000;7778000;;;;;148665000;;4489000;;2162000;-4346000;;-16326000;-25039000;125788000
ACA;919864;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;47900000;48400000;113300000;85800000;23800001;135900000;;;;;358800001;-76500000;;-32900000;-109400000;-9900000;-81200000;-11000000;-108400000;141000001
ACA;919864;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;48000000;48500000;106600000;114500000;31100000;7700000;;;;;259900000;-72500000;;-455700000;-528200000;-9800000;146500000;-8000000;123700000;-144600000
ACA;919864;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;48200000;48600000;69600000;144300000;20300000;-67700000;;;;;166500000;-65100000;;-505200000;-570300000;-9800000;416800000;-9400000;380900000;-22900000
ACA;919864;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;48200000;48500000;245800000;154100000;-140500000;-85100000;;;;;174300000;-105800000;;196500000;90700000;-9800000;-140200000;-15000000;-177500000;87500000
ACAC;15394174;USD;2022;FY;2022-12-31;2023-03-30;2024-03-22;4818436;4818436;217224;;-1105383;147020;;;;;-741139;;;;-87975000;;3515000;86275000;89263617;547478
ACAC;15394174;USD;2023;FY;2023-12-31;2024-03-22;2024-03-22;4818436;;886366;;-2145599;409243;;;;;-849990;;;;54587073;;1431747;-55662019;-54230272;-493189
ACAD;445591;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;147199000;147199000;-235259000;2766000;77658000;3705000;;;;;-151130000;-1129000;-164707000;;-165836000;;;371847000;371847000;54883000
ACAD;445591;USD;2020;FY;2020-12-31;2021-02-25;2023-02-28;157331000;157331000;-281584000;2932000;131450000;11036000;;;;;-136166000;-7587000;200096000;;192509000;;;80996000;80996000;137331000
ACAD;445591;USD;2021;FY;2021-12-31;2022-03-01;2024-02-28;160663000;160663000;-167870000;3344000;63690000;-24824000;;;;;-125660000;-1122000;-69980000;;-71102000;;;18162000;18162000;-178593000
ACAD;445591;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;161683000;161683000;-215975000;2026000;61923000;37991000;;;;;-114035000;;73241000;;73241000;;;8199000;8199000;-32589000
ACAD;445591;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;163819000;163819000;-61286000;5552000;54303000;18133000;;;;;16702000;-40050000;59795000;;31998000;;;25129000;25129000;73811000
ACAH;10656706;USD;2021;FY;2021-12-31;2022-04-21;2023-04-21;35876712;35876712;-9213041;;2519766;5171487;;;;;-1521788;;;;-345000000;;9137450;338100000;346711396;189608
ACAH;10656706;USD;2022;FY;2022-12-31;2023-04-21;2023-04-21;43125000;43125000;17994321;;-19232469;1631184;;;;;393036;;;;732266;;-62500;;-62500;1062802
ACAN;654226;USD;2019;FY;2019-09-30;2020-01-14;2020-12-21;22984703;22984703;-4903668;1152;2618924;94998;;;;;-2188594;-5889794;;;-5861793;;4114500;1211000;5325500;-2724887
ACAN;654226;USD;2020;FY;2020-09-30;2020-12-21;2021-12-06;23504820;23504820;-709343;446854;-911458;1692280;;;;;518333;-386487;;;-357236;;-1260000;;-1260000;-1098903
ACAN;654226;USD;2021;FY;2021-09-30;2021-12-06;2022-12-29;23877629;23877629;-862893;450537;372331;-235128;;;;;-275153;;;;-58637;;347000;500000;847000;513210
ACAN;654226;USD;2022;FY;2022-09-30;2022-12-29;2023-12-22;24333911;24333911;-173244;449923;640490;-68431;;;;;848738;-245577;;;-204013;;;;;644725
ACAN;654226;USD;2023;FY;2023-09-30;2023-12-22;2025-01-15;24391961;24391961;-94755;455891;231595;-12871;;;;;579860;-246461;;;-635981;;-150000;;-150000;-206121
ACAQ;11819344;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;31248997;31248997;-2246145;;-2943900;4247012;;;;;-943033;;;;216110876;;;-216004846;-216004846;-837003
ACBA;15585600;USD;2021;FY;2021-12-31;2022-02-28;2023-03-30;3352329;3352329;-1002595;;-18560;-46935;;;;;-1068090;;;;-46922930;;;44920000;48113028;122008
ACBA;15585600;USD;2022;FY;2022-12-31;2023-03-30;2024-03-27;4600000;4600000;391160;;-1230000;100317;;;;;-738523;;;;-1366200;;1366200;;2074147;-30576
ACBA;15585600;USD;2023;FY;2023-12-31;2024-03-27;2024-03-27;1454000;1454000;-1460216;;-2324;106557;;;;;-1355983;;;;26884666;;1347574;;-25551574;-22891
ACBM;12442266;USD;2019;FY;2019-09-30;2020-01-07;2020-01-07;47661235;47661235;-370747;;302354;255054;;;;;79546;;;;;;-186337;;-79260;324
ACBM;12442266;USD;2020;FY;2020-09-30;2020-12-26;2020-03-27;47661235;47661235;-370747;;229283;328125;;;;;186661;;;;;;-186337;;-186337;324
ACBM;12442266;USD;2021;FY;2021-09-30;2021-04-02;2021-04-02;47661235;47661235;-117453;;5082;-87089;;;;;-199460;;;;;;;;216672;17212
ACC;445593;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;137295837;138286778;86762000;275046000;-89000;8660000;;;;;370379000;-406646000;;-8559000;-416140000;-258620000;403071000;;20592000;-25169000
ACC;445593;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;137588964;138710430;69848000;267703000;-27316000;40882000;;;;;351117000;-227754000;;-22032000;-207432000;-260771000;204797000;;-151061000;-7376000
ACC;445593;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;137588964;138710430;33284000;275597000;27954000;-2040000;;;;;334795000;-228122000;;-13184000;-239440000;-262565000;-81211000;59674000;-34650000;60705000
ACCD;10384289;USD;2019;FY;2020-02-29;2020-05-07;2022-05-02;46653451;46653451;-51365000;8516000;14004000;-5402000;;;;;-34247000;-3315000;;-206000;-3521000;;1660000;6619000;28222000;-9546000
ACCD;10384289;USD;2020;FY;2021-02-28;2021-05-07;2023-04-28;29370594;29370594;-50652000;8212000;13485000;3723000;;;;;-25232000;-1991000;;;-2365000;;-22811000;438722063;428326000;400729000
ACCD;10384289;USD;2021;FY;2022-02-28;2022-05-02;2024-04-26;63823270;63823270;-123124000;42608000;26009000;-7843000;;;;;-62350000;-2521000;0;-259996000;-263613000;;287500000;0;257932000;-68031000
ACCD;10384289;USD;2022;FY;2023-02-28;2023-04-28;2024-04-26;71279831;71279831;-459650000;46377000;373710000;-1142000;;;;;-40705000;-2105000;;;-7228000;;;0;3163000;-44770000
ACCD;10384289;USD;2023;FY;2024-02-29;2024-04-26;2024-04-26;74906938;74906938;-99805000;45164000;58435000;-19963000;;;;;-16169000;-4935000;-9250980;;-63629000;;-65788315;10596000;-55567000;-135365000
ACCO;120923;USD;2019;FY;2019-12-31;2020-02-27;2022-02-23;99500000;101000000;106800000;70300000;22900000;3900001;;;;;203900001;-32299999;;-41300000;-79599999;-24400000;-70600000;-60800000;-163400000;-39199998
ACCO;120923;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;94900000;96100000;62000000;70700000;2600000;-16100000;;;;;119200000;-15300000;;-339400000;-354700000;-24600000;288800000;-14500000;244700000;8800000
ACCO;120923;USD;2021;FY;2021-12-31;2022-02-23;2024-02-23;95600000;97300000;101900000;85700000;22800000;-50800000;;;;;159600000;-21200000;;15400000;-5800000;-25800000;-102900000;3100000;-147200000;4600000
ACCO;120923;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;95300000;95300000;-13200000;79400000;90400000;-79000000;;;;;77600000;-9300000;;;-9300000;-28600000;16900000;-15100000;-48300000;21000000
ACCO;120923;USD;2023;FY;2023-12-31;2024-02-23;2025-02-21;95300000;95300000;-21800000;76100000;86900000;-12500000;;;;;128700000;-11200000;;;-11200000;-28500000;-87500000;;-117700000;4200000
ACEL;11795228;USD;2019;FY;2019-12-31;2020-03-16;2022-03-11;61848000;61848000;-5872606;44368042;68667000;-12736000;;;;;45565000;-20675000;;-100857000;-151532000;;125344000;0;139141000;33174000
ACEL;11795228;USD;2020;FY;2020-12-31;2021-03-11;2023-03-01;93471000;94280000;-12975132;43574142;-7047000;-17217000;;;;;-3705000;-25367000;;-35769000;-61435000;;-10938000;91269000;74188000;9048000
ACEL;11795228;USD;2021;FY;2021-12-31;2022-03-11;2024-02-28;93781000;94638000;31559000;46702388;52454000;2106000;;;;;110755000;-28348000;;-6196000;-34544000;;-1350000;-8991489;-11876000;64335000
ACEL;11795228;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;90629000;91229000;74102000;46731127;15838000;-11236000;;;;;107999000;-45235000;;-144028000;-189263000;;194502000;-78994752;106591000;25327000
ACEL;11795228;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;85949000;86803000;45603000;59166105;45408000;3613000;;;;;132530000;-80063000;;-11800958;-59704588;;-17011;-30100024;-35194544;37498000
ACER;1053636;USD;2019;FY;2019-12-31;2020-03-18;2021-03-01;10092179;10092179;-29417969;58282;2670433;-2817695;;;;;-29506949;-178967;;;-178967;;;92272;92272;-29593644
ACER;1053636;USD;2020;FY;2020-12-31;2021-03-01;2022-03-02;11121039;11121039;-22885449000;70814000;2705956000;3081264000;;;;;-17027415000;-10902000;;;-10902000;;;10159766000;10722245000;-6316072000
ACER;1053636;USD;2021;FY;2021-12-31;2022-03-02;2023-03-27;14268245;14268245;-15373993;70913;1718098;13450073;;;;;-134909;-54944;;;-54944;;4000000;3139047;7139047;6949194
ACER;1053636;USD;2022;FY;2022-12-31;2023-03-27;2023-03-27;16089019;16089019;-26237315;66035;3320124;-7400742;;;;;-30251898;-171170;;;-171170;;11856735;8909718;20041524;-10381544
ACET;1154966;USD;2019;FY;2019-12-31;2020-03-12;2021-03-12;4902381;4902381;-28138000;1238000;-1323000;341000;;;;;-27882000;-952000;-46979000;;-47931000;;;76945000;76945000;1132000
ACET;1154966;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;7319977;7319977;-36678000;1226000;7424000;-13524000;;;;;-41552000;-990000;52093000;64114000;115217000;;;460000;303000;73968000
ACET;1154966;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;31876016;31876016;-61999000;1538000;15466000;-6057000;;;;;-51052000;-13046000;10250000;;-2796000;;;242946000;242685000;188837000
ACET;1154966;USD;2022;FY;2022-12-31;2023-03-15;2024-03-19;41080286;41080286;-69790000;2575000;19706000;2744000;;;;;-44765000;-16782000;;;-16782000;;;45107000;41509000;-20038000
ACET;1154966;USD;2023;FY;2023-12-31;2024-03-19;2024-03-19;43042405;43042405;-142658000;6098000;42591000;252000;;;;;-93717000;-4464000;;;-4464000;;;386000;236000;-97945000
ACHC;445598;USD;2019;FY;2019-12-31;2020-02-28;2022-03-01;87612000;87816000;53310000;87923000;61516000;-19320000;;;;;332904000;-220914000;;-44900000;-201141000;;-52984000;;-61627000;49025000
ACHC;445598;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;87875000;88595000;143191000;95256000;101273000;163124000;;;;;658807000;-224872000;;;-281839000;;-26076000;;-51499000;254505000
ACHC;445598;USD;2021;FY;2021-12-31;2022-03-01;2024-02-28;88962000;90889000;208203000;106717000;102807000;-43503000;;;;;374477000;-241318000;;-139015000;1013097000;;-1640904000;;-1636525000;-244884000
ACHC;445598;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;89680000;91555000;280033000;117769000;52121000;-69354000;;;;;380569000;-289075000;;-9507000;-305830000;;-113594000;;-110903000;-36164000
ACHC;445598;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;90949000;90949000;-15661000;132349000;339019000;6633000;;;;;462340000;-394711000;;-349000;-397219000;;-16250000;;-62697000;2424000
ACHR;11795330;USD;2020;FY;2020-12-31;2021-03-08;2022-03-14;240633554;240633554;-24800000;200000;500000;1300000;;;;;-22800000;-1900000;;;-1900000;;900000;50300000;51200000;26500000
ACHR;11795330;USD;2021;FY;2021-12-31;2022-03-14;2024-02-29;110836238;110836238;-347800000;1300000;238500000;-400000;;;;;-108400000;-3500000;;;-3500000;;620000000;600000;822200000;710300000
ACHR;11795330;USD;2022;FY;2022-12-31;2023-03-15;2024-02-29;240476894;240476894;-317300000;4400000;93300000;19200000;;;;;-200400000;-6900000;;;-464300000;;-10000000;100000;-9900000;-674600000
ACHR;11795330;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;270408132;270408132;-457900000;6500000;166600000;13200000;;;;;-271600000;-44300000;;;420700000;;142500000;118600000;250100000;399200000
ACHV;12444293;USD;2019;FY;2019-12-31;2020-03-13;2022-03-10;20616;20616;-16395000;254000;1198000;-283000;;;;;-15226000;-53000;5089000;;5036000;;17335000;;17335000;7149000
ACHV;12444293;USD;2020;FY;2020-12-31;2021-03-11;2023-03-16;2718909;2718909;-14730000;255000;1286000;-285000;;;;;-13474000;-17000;;;-17000;;27421000;;32680000;19189000
ACHV;12444293;USD;2021;FY;2021-12-31;2022-03-10;2024-03-28;8119836;8119836;-33152000;250000;2228000;1234000;;;;;-29440000;;;;;;36610000;;36610000;7169000
ACHV;12444293;USD;2022;FY;2022-12-31;2023-03-16;2024-03-28;10593034;10593034;-42350000;236000;3296000;1249000;;;;;-37569000;;;;;;17906000;1456000;19315000;-18251000
ACHV;12444293;USD;2023;FY;2023-12-31;2024-03-28;2024-03-28;19827354;19827354;-29815000;228000;4670000;438000;;;;;-24479000;-21000;;;-21000;;15498000;;15278000;-9225000
ACI;1077533;USD;2019;FY;2020-02-29;2020-05-13;2022-04-26;579400000;580300000;466400000;1691300000;322099999;-575900000;;;;;1903899999;-378400000;;;-378500000;;-1911900000;;-2014200000;-488800001
ACI;1077533;USD;2020;FY;2021-02-28;2021-04-28;2023-04-25;500300000;578100000;850200000;1536900000;431800000;1083600000;;;;;3902500000;-1468600000;;-97900000;-1572000000;-159700000;-432600000;-1881200000;-1041800000;1288700000
ACI;1077533;USD;2021;FY;2022-02-28;2022-04-26;2024-04-22;479026753;479026753;1619600000;1681300000;887100000;-674600000;;;;;3513400000;-1554600000;;-25400000;-1538900000;-322000000;-408900000;;-789500000;1185000000
ACI;1077533;USD;2022;FY;2023-02-28;2023-04-25;2024-04-22;529000000;534000000;1513500000;1807100000;885700000;-1352400000;;;;;2853900000;-1958700000;;;-1977300000;-4237300000;927600000;;-3365400000;-2488800000
ACI;1077533;USD;2023;FY;2024-02-29;2024-04-22;2024-04-22;575400000;581100000;1296000000;1779000000;748800000;-1164300000;;;;;2659500000;-1813700000;;;-1746700000;-277000000;-870100000;;-1183400000;-270600000
ACIA;353923;USD;2019;FY;2019-12-31;2020-02-18;2021-03-01;40883000;42554000;32839000;12559000;24700000;2721000;;;;;72819000;-11837000;-91740000;;-103579000;;;6933000;6933000;-23827000
ACIA;353923;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;41938000;43233000;90391000;11070000;41737000;-12146000;;;;;131052000;-12879000;-35272000;;-48160000;;;2176000;2176000;85068000
ACIW;1057787;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;116175000;118571000;67062000;122569000;39860000;-96886000;;;;;132605000;-48014000;;-757268000;-830481000;;703080000;-19041000;668350000;-31021000
ACIW;1057787;USD;2020;FY;2020-12-31;2021-02-25;2023-03-01;116397000;118079000;72660000;140316000;67218000;34701000;;;;;314895000;-46633000;;;-30699000;;-236804000;-13198000;-159889000;124250000
ACIW;1057787;USD;2021;FY;2021-12-31;2022-02-24;2024-02-29;117512000;118540000;127791000;133393000;47030000;-87741000;;;;;220473000;-45368000;;;-45368000;;-109135000;-95076000;-256878000;-81240000
ACIW;1057787;USD;2022;FY;2022-12-31;2023-03-01;2024-02-29;113700000;114238000;142177000;127328000;11529000;-137653000;;;;;143381000;-39893000;;100139000;60246000;;7446000;-198372000;-171060000;30530000
ACIW;1057787;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;108497000;108857000;121509000;122373000;38326000;-113691000;;;;;168517000;-37777000;;;-37777000;;-70797000;-18042000;-111552000;24149000
ACLS;670942;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;32559000;33828000;17034000;7880000;15089000;-53597000;;;;;-13594000;-11969000;;;-11969000;;;-11776000;-13408000;-38368000
ACLS;670942;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;33257000;34128000;49982000;9939000;18698000;-8916000;;;;;69703000;-7266000;;;-7266000;;-399000;1927000;-2387000;57698000
